,Reviews,Labels,Updated_reviews
3974,fresh products and thanks for the gift 🎁,1,fresh product thank gift
3975,Timely delivered and properly packed. The quality of the product is pretty good.,1,timely deliver properly pack quality product pretty good
3976,shop per 70 rupees k kg hain or daraz per 60 rupees k kg thanks daraz good work.,1,shop per 70 rupee k kg hain daraz per 60 rupee k kg thank daraz good work
3977,"Awesome potatoes delivered at the doorstep, thank you daraz. Always recommended.",1,awesome potato deliver doorstep thank daraz always recommend
3978,Very clean. With Free shipping. Happy customer,1,clean free shipping happy customer
3979,fresh product good quality well packed highly recommend thanks daraz and seller,1,fresh product good quality well pack highly recommend thank daraz seller
3980,Very clean. Next da delivery. Fully satisfied,1,clean next da delivery fully satisfy
3981,"Fresh and Big size potatoes are sweet in taste and price is also economical. 
",1,fresh big size potato sweet taste price also economical
3982,"Great.
Fresh potatoes and timely delivered.",1,great fresh potato timely deliver
3983,Good quality always sends fresh fruits And vegetable packing was also good ,1,good quality always send fresh fruit vegetable packing also good
3984,"good seller
fast delivery 
i m very happy",1,good seller fast delivery happy
3985,Easy to buy freah vegetables with daraz and best service in karachi😊😉☺️,1,easy buy freah vegetable daraz good service karachi
3986,"Most of them are in the condition shown in the photos, with deep cuts and cannot be eaten.",0,condition show photo deep cut can not eaten
3987,Premium potatoes were well packed and fresh. Price was also reasonable.,1,premium potato well pack fresh price also reasonable
3988,"Very Good Very Fresh  on Time 
",1,good fresh time
3989,fresh products less price than market,1,fresh product less price market
3990,"Fresh and clean, timely delivered vegetables. Satisfied. Recommended. ",1,fresh clean timely deliver vegetable satisfy recommend
3991,"nicely packed 👍
fresh delivered 💞",1,nicely pack fresh deliver
3992,Fresh. Very good. Next day delivery,1,fresh good next day delivery
3993,"Highly recommended , always fresh & delivered on time. They provide better quality than the one in the market. 5 stars for that.",1,highly recommend always fresh deliver time provide well quality one market 5 star
3994,"Great quality of product reasonable price timely delivered,thanks for providing best quality And service all vegetables were fresh recommended",1,great quality product reasonable price timely deliveredthank provide good quality service vegetable fresh recommend
3995,awesome veggies in awesome prices... looking fresh and absolutely fine aur weight bhi pora hai ad cheeper than market prices... good job daraz ,1,awesome veggie awesome price look fresh absolutely fine aur weight bhi pora hai ad cheeper market price good job daraz
3996,"Premium Quality potatoes, all vegetables were fresh, well packed timely delivered fully satisfied with the seller.",1,premium quality potatoe vegetable fresh well pack timely deliver fully satisfied seller
3997,I am very happy with service worth buying from them always send me fresh timely response will order again soon,1,happy service worth buying always send fresh timely response order soon
3998,"Premium Quality potatoes, all vegetables were fresh, well packed timely delivered fully satisfied with the seller",1,premium quality potatoe vegetable fresh well pack timely deliver fully satisfied seller
3999,All veggies are fresh and good but this time potatoes are rotten please make sure again not happen this type of things . . otherwise I have been great experience with dfresh products but this time little bit mistakes occured.,1,veggie fresh good time potato rotten please make sure happen type thing otherwise great experience dfresh product time little bit mistake occur
4000,Best quality product and service worth buying from them always send fresh timely response will order again soon insha'Allah,1,good quality product service worth buying always send fresh timely response order soon inshaallah
4001,Excellent vegetables. .superb experience once again all vegetables are fresh and available at cheap price . .thank you so much daraz and seller too.. highly recommended. .😊😊,1,excellent vegetable superb experience vegetable fresh available cheap price thank much daraz seller highly recommend
4002,I always order from dfresh amazing quality upto the mark same as mentioned fresh quality will order again soon insha'Allah,1,always order dfresh amazing quality upto mark mention fresh quality order soon inshaallah
4003,As always and again Recieved upto the mark products. low in price comparatively to market with discounts on HBL. Further itself pictures explain the quality of the product. thanx daraz for the availability of almost everything under this platform. ,1,always recieve upto mark product low price comparatively market discount hbl picture explain quality product thanx daraz availability almost everything platform
4004,Amazing quality products were fresh timely delivered I received discount  insha'Allah will order again highly recommend,1,amazing quality product fresh timely deliver receive discount inshaallah order highly recommend
4005,All veggies are fresh and good . .thank you so much for providing such fresh and healthy veggies at reasonable price. . highly recommended...,1,veggie fresh good thank much provide fresh healthy veggie reasonable price highly recommend
4006,The product was really delivered in very fresh condition and in best market rate and everyone really like it. Thank you so much.,1,product really deliver fresh condition good market rate everyone really like thank much
4007,very good service worth it will order again soon insha'Allah it was sent in proper packing fresh items,1,good service worth order soon inshaallah send proper pack fresh item
4008,All veggies are fresh and good. thank you daraz for such healthy and fresh veggies at such reasonable price. . quite happy and highly recommended. .,1,veggie fresh good thank daraz healthy fresh veggie reasonable price quite happy highly recommend
4009,All vegetables are fresh and good. available at reasonable price. s compared to market. . thank you draz and seller too .,1,vegetable fresh good available reasonable price compare market thank draz seller
4010,Always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time,1,always order dfresh excellent quality vegetable order receive discount use hbl card excellent experience buy dfresh order soon inshallah thank daraz provide good service good rate free delivery keep good work seller good cooperative reply time
4011,All veggies are fresh and good ...thank u daraz and seller too...such a good vegetable in economic price at doorstep ...,1,veggie fresh good thank u daraz seller toosuch good vegetable economic price doorstep
4012,Fresh and quality product delivered on time. Very satisfied and would definitely be ordering again. ,1,fresh quality product deliver time satisfied would definitely order
4013,Alhamduillah daraz gave me a very comfortable zone by providing such fresh and healthy products in economical prices at my doorstep...thanks daraz ...☺️,1,alhamduillah daraz give comfortable zone provide fresh healthy product economical price doorstepthanks daraz
4014,"I always order from them, very good condition service is amazing quality of product is superb insha'Allah will order again, Very good condition ",1,always order good condition service amazing quality product superb inshaallah order good condition
4015,Today I received my order.. its so good and fresh.. I like my parcel.. Its same as shown in the picture.. Thank you daraz for sending me good product.. I recommended this..,1,today receive order good fresh like parcel show picture thank daraz send good product recommend
4016,all veggies are god and fresh ..and available at economic price cheap than market .. thank daraz and seller too..,1,veggie god fresh available economic price cheap market thank daraz seller
4017,"Premium Quality veggies, all vegetables were fresh, well packed timely delivered fully satisfied with the seller.",1,premium quality veggie vegetable fresh well pack timely deliver fully satisfied seller
4018,"The Vegetables are very fresh .Same as described,very good quality.The vegetables are very cheap in price than market rate.I am a regular customer of dfresh and highly recommend everyone to buy products from dfresh.",1,vegetable fresh describedvery good qualitythe vegetable cheap price market ratei regular customer dfresh highly recommend everyone buy product dfresh
4019,Very good quality. Fresh and best product. Fast delivery and best product. I highly recommend it to everyone. ,1,good quality fresh good product fast delivery good product highly recommend everyone
4020,I have been a regular dfresh customer and I'm satisfied everytime with the purchase. good quality fresh potatoes delivered to my house the next day of ordering. the taste of these potatoes is great. nice competitive pricing lower than market. will definitely order more in future. recommended.,1,regular dfresh customer -PRON- be satisfy everytime purchase good quality fresh potato deliver house next day order taste potato great nice competitive pricing low market definitely order future recommend
4021,All veggies are fresh and good ...it's amazing experience never expect such fresh veggies from online . . thanks daraz and seller too..,1,veggie fresh good amazing experience never expect fresh veggie online thank daraz seller
4022,fresh vegetable and fruits recieved from the dfresh in very low price and on time delivery they deliver in there given timeline iam satisfied and recommended to others thanks daraz,1,fresh vegetable fruit recieve dfresh low price time delivery deliver give timeline iam satisfied recommend other thank daraz
4023,"I was recommended lots of people but now dfresh quality going down day by day. they are continually giving me poor quality food. 
now this was my last order to dfresh.
im very disappointed.",0,recommend lot people dfresh quality go day day continually give poor quality food last order dfresh -PRON- be disappoint
4024,fresh vegetable exceelent service from dfresh same day delivery all the vegetables are fresh and the dawan items are also in ftesh consition thanks daraz iam satisfied recommended to others thanks dfresh,1,fresh vegetable exceelent service dfresh day delivery vegetable fresh dawan item also ftesh consition thank daraz iam satisfied recommend other thank dfresh
4025,All vegetables are fesh and good ... delivered on time . . thanks daraz for providing such good and healthy products at doorstep during this pandemic. .,1,vegetables fesh good deliver time thank daraz provide good healthy product doorstep pandemic
4026,very good and fresh fruits and vegitables and bakery items good quality timily dilivery i am satisfied all the dfresh prouducts thanks dfresh thanks daraz,1,good fresh fruit vegitable bakery item good quality timily dilivery satisfied dfresh prouduct thank dfresh thank daraz
4027,amazing experience...all products are good and fresh. .thank you daraz and seller too for providing such healthy and fresh products. .,1,amazing experienceall product good fresh thank daraz seller provide healthy fresh product
4028,fresh vegetable get from dfresh.daraz .pk very aweesome service get from daraz one day delivery exceellent packaging im satisfied thanks daraz recommended to others,1,fresh vegetable get dfreshdaraz pk aweesome service get daraz one day delivery exceellent packaging -PRON- be satisfied thank daraz recommend other
4029,Amazing experience. .all vegetables are fresh instead of cucumber which is not good but overall good received on time in discounted price. .and little worried about eggs but they also delivered safely thanks daraz and seller too...highly recommended..,1,amazing experience vegetable fresh instead cucumber good overall good receive time discount price little worried egg also deliver safely thank daraz seller toohighly recommend
4030,"wow super service , MashAllah fresh vegetables as always , delivery was very next day .convinient reliable service at door step.everybody must give a try to experience.",1,wow super service mashallah fresh vegetable always delivery next day convinient reliable service door stepeverybody must give try experience
4031,excellent service . delivery on time .quality product . low prices comparatively market . have become regular in ordering vegetables from darab thumbs up. ,1,excellent service delivery time quality product low price comparatively market become regular order vegetable darab thumb
4032,It in very best market rate Thank you so much for this lovely product the taste was awesome and everyone really like this. I ordered first time and my first experience was great,1,good market rate thank much lovely product taste awesome everyone really like order first time first experience great
4033,fresh vegetables recieved from dfresh next day delivery with excellent packaging and the vegetable are fresh thanks daraz,1,fresh vegetable recieve dfresh next day delivery excellent packaging vegetable fresh thank daraz
4034,I have been a regular dfresh customer and I'm satisfied everytime. good premium quality fresh potatoes delivered to my house the next day of ordering. the taste of these potatoes is great. nice competitive pricing lower than market. will definitely order more in future. recommended.,1,regular dfresh customer -PRON- be satisfy everytime good premium quality fresh potato deliver house next day order taste potato great nice competitive pricing low market definitely order future recommend
4035,"Reliable service , bhuat Achi vegetables bilkul fresh aur bhuat munasib rates.delivered next day .thumbs up thanks dfresh",1,reliable service bhuat achi vegetables bilkul fresh aur bhuat munasib ratesdelivere next day thumb thank dfresh
4036,"
I always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time",1,always order dfresh excellent quality vegetable order receive discount use hbl card excellent experience buy dfresh order soon inshallah thank daraz provide good service good rate free delivery keep good work seller good cooperative reply time
4037,awesome quality weight bhi pora aur bilkul fresh aur prices bhi awesome... thank you so much dfresh please keep up this quality and price... JazakAllah,1,awesome quality weight bhi pora aur bilkul fresh aur price bhi awesome thank much dfresh please keep quality price jazakallah
4038,"Premium Quality potatoes, all vegetables were fresh, well packed timely delivered fully satisfied with the seller.",1,premium quality potatoe vegetable fresh well pack timely deliver fully satisfied seller
4039,"My first experience was okay with dFresh although they sent me an incomplete order but they rectified it.
THIS order however, has been royally screwed up. They sent not only an INCOMPLETE order but  ROTTEN items as well. Horrible experience. 
Thank god we have alternatives for fresh produce deliveries now. ",0,first experience okay dfresh although send incomplete order rectify order however royally screw send incomplete order rotten item well horrible experience thank god alternative fresh produce delivery
4040,I have been a regular dfresh customer and I'm satisfied everytime. good premium quality fresh potatoes delivered to my house the next day of ordering. the taste of these potatoes is great. nice competitive pricing lower than market. will definitely order more in future. recommended.,1,regular dfresh customer -PRON- be satisfy everytime good premium quality fresh potato deliver house next day order taste potato great nice competitive pricing low market definitely order future recommend
4041,excellent service and excellent product as all can see in pictures. timely delivered also with discount. thank you daraz for serving great,1,excellent service excellent product see picture timely deliver also discount thank daraz serve great
4042,Amazing experience all vegetables are fabulous highly recommend thanks daraz for providing us such fresh vegetables. .😊,1,amazing experience vegetable fabulous highly recommend thank daraz provide -PRON- fresh vegetable
4043,"very good and fresh fruit , vegetables and bakery items and timely delivery thanks dfresh and thanks daraz",1,good fresh fruit vegetable bakery item timely delivery thank dfresh thank daraz
4044,"Received in next day after ordering. Very fresh and rates also less then market. Satisfied, Thanx Daraz",1,receive next day order fresh rate also less market satisfied thanx daraz
4045,Excellent service by seller. product as per description. everything upto the mark. no compromise on quality. vegetables along with discounts. ,1,excellent service seller product per description everything upto mark compromise quality vegetable along discount
4046,All vegetables are good and fresh .. timely received at my doorstep. . highly recommended and satisfied. freshness of veggies can be seen easily in pictures,1,vegetable good fresh timely receive doorstep highly recommend satisfied freshness veggie see easily picture
4047,"Very disappointed this time, look at the potatoes condition after peeling it. I recommend don't buy potatoes. I want refund 🙄😒😞",0,disappointed time look potato condition peel recommend do not buy potato want refund
4048,Really really good.. delivered what shows on pics .  Thank you daraz and seller too for providing such good products in cheap price. .,1,really really good deliver show pic thank daraz seller provide good product cheap price
4049,Potatoes are fresh and the price is reasonable. Delivery is super-fast and packing is secure as always. Free Delivery is a pleasant surprise. Full 5 Stars.,1,potato fresh price reasonable delivery superfast packing secure always free delivery pleasant surprise full 5 star
4050,All veggies are good. .I ordered second time during this sale and again highly satisfied.  . fresh and excellent products 😊 . .,1,veggie good order second time sale highly satisfied fresh excellent product
4051,All veggies are good and fresh 👍. .not expecting such type of veggies during sale . .but daraz kept it's service quality high. .thank you so much. .☺️,1,veggie good fresh expecting type veggie sale daraz keep service quality high thank much
4052,"Fresh as always,on time reasonable price than open market. Premium quality ,nice packed thanks dfresh.",1,fresh alwayson time reasonable price open market premium quality nice pack thank dfresh
4053,All veggies and fruits are good and fresh . .thank you so much draz for giving me such comfort . .happy to buy highly recommended. .☺️,1,veggie fruit good fresh thank much draz give comfort happy buy highly recommend
4054,"I'm a regular customer and order from dfresh at least twice every month. I'm usually highly satisfied with the quality of vegetables that I get. This time also I received high quality, fresh veggies. However, they messed up a little this time and sent me ginger instead of garlic that I had ordered. Overall the experience was good. I'd highly recommended dfresh for the convenience of delivery and the quality of the products.",1,-PRON- be regular customer order dfresh least twice every month -PRON- be usually highly satisfied quality vegetable get time also receive high quality fresh veggie however mess little time send ginger instead garlic order overall experience good -PRON- would highly recommend dfresh convenience delivery quality product
4055,awesome fresh product timely delivered and amazing price....thanks daraz please k the prices low so that we can order it again and again,1,awesome fresh product timely deliver amazing pricethank daraz please k price low order
4056,"I always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time, today I received donut box ",1,always order dfresh excellent quality vegetable order receive discount use hbl card excellent experience buy dfresh order soon inshallah thank daraz provide good service good rate free delivery keep good work seller good cooperative reply time today receive donut box
4057,"very good, fresh and clean, same as show in advertisement,and very reasonable price, i recommend it.",1,good fresh clean show advertisementand reasonable price recommend
4058,Good nice fresh vegetables at door step. very nice service. I like quality of vegetables delivered. ,1,good nice fresh vegetable door step nice service like quality vegetable deliver
4059,"As fresh as always ,convenient ordering process, very next day delivery at a very affordable price.

looking foward to dfresh for poultry and sea food.",1,fresh always convenient ordering process next day delivery affordable price look foward dfresh poultry sea food
4060,"Fresh Product,  Cheap price, timely received, thanks Daraz for the fast delivery. I will order again insha Allah. ",1,fresh product cheap price timely receive thank daraz fast delivery order insha allah
4061,"Premium Quality potatoes, all vegetables were fresh, well packed timely delivered fully satisfied with the seller",1,premium quality potatoe vegetable fresh well pack timely deliver fully satisfied seller
4062,"Best platform to buy fresh vegetables from daraz dfresh, deliver on time with proper packing, really satisfied with quality,",1,good platform buy fresh vegetable daraz dfresh deliver time proper packing really satisfied quality
4063,All veggies are fresh and good in quality. thank you daraz for providing such comfort . . excellent service and excellent products. .,1,veggie fresh good quality thank daraz provide comfort excellent service excellent product
4064,"Good quallity potatoes, large size in this highly affordable price. D Fresh is doing wonders. Best wishes!! ",1,good quallity potato large size highly affordable price fresh wonder good wish
4065,absolutely amazing weight bhi pora quality bhi zabardast aur delivery bhi 1 day mai hui aur pese b bphat theekliye.....all in all awesome,1,absolutely amazing weight bhi pora quality bhi zabardast aur delivery bhi 1 day mai hui aur pese b bphat theekliyeall awesome
4066,"Premium Quality potatoes, all vegetables were fresh, well packed timely delivered fully satisfied with the seller.",1,premium quality potatoe vegetable fresh well pack timely deliver fully satisfied seller
4067,Satisfied but received not same which I got first time means not fresh . .first order veggies were very fresh but this time not . .,0,satisfied receive get first time mean fresh first order veggie fresh time
4068,Excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time ,1,excellent quality vegetable order receive discount use hbl card excellent experience buy dfresh order soon inshallah thank daraz provide good service good rate free delivery keep good work seller good cooperative reply time
4069,this is my third time ordering from dfresh and alhamdulillah all experiences have been great. recieved great quality fresh vegetables on my doorstep the next day of ordering. fresh potatoes in way lower price than market. got amazing discounts. will order from them again. recommended.,1,third time ordering dfresh alhamdulillah experience great recieve great quality fresh vegetable doorstep next day order fresh potato way low price market get amazing discount order recommend
4070,All vegetables are good clean fresh and reasonable price as compared to our nearer market price. Good Job seller. Thanks Daraz.,1,vegetable good clean fresh reasonable price compare near market price good job seller thank daraz
4071,All veges are fresh and awesome. . little bit confused before placing order but daraz fully satisfied me when I received these. . got in reasonable price ..now Ill always buy veges from daraz ..thanks daraz and seller too....☺️,1,vege fresh awesome little bit confused place order daraz fully satisfied receive get reasonable price ill always buy vege daraz thank daraz seller
4072,initially they deliver good products but now as I m regular customer since last two purchases potatoes were worse and v small. b grade product in name of premium,0,initially deliver good product regular customer since last two purchase potato bad v small b grade product name premium
4073,fresh vegetables and fruits very well packed and delivered on time happy with the products and services... thanks,1,fresh vegetable fruit well pack deliver time happy product service thank
4074,Very small size and few of the potatoes were rotten.  I am surprised because I have always received a very good quality potatoes from daraz.  Please check before shipping. Thanks 🙏 ,1,small size potato rotten surprise always receive good quality potato daraz please check shipping thank
4075,"Premium Quality potatoes I just received, all vegetables were fresh, well packed & timely delivered, fully satisfied.",1,premium quality potato receive vegetable fresh well pack timely deliver fully satisfy
4076,I have become a fan Dfreah. quality vegetables with  reasonable discounted price . just amazing . much much better than all those local vegetable sellers with low quality and high price  . thank you Dfresh for these convenient and economical services .👏👏,1,become fan dfreah quality vegetable reasonable discount price amazing much much well local vegetable seller low quality high price thank dfresh convenient economical service
4077,potatoes are of very small size i ordered premimium   but its very dis appointing that the size is too small ,0,potato small size order premimium dis appoint size small
4078,"All vegetables were very fresh look like organic, timely delivered, potatoes were fresh and well packed, fully satisfied.",1,vegetable fresh look like organic timely deliver potato fresh well pack fully satisfied
4079,"it was my first order for fresh products. They are fresh with proper packing, Quality & quantity are good. Fully recommended for placing order on weekly basis to get discounted product.",1,first order fresh product fresh proper packing quality quantity good fully recommend place order weekly basis get discount product
4080,cheap .. old .. stored for weeks ... very small in size like table tennis ball .. first time bad experience. disappointed ☹️,0,cheap old stored week small size like table tennis ball first time bad experience disappoint
4081,Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received free shipping and discount using hbl card it was an excellent experience to buy on 12.12 sale ,1,excellent service upto mark always good packing quality superb deliver time thank daraz provide good service receive free shipping discount use hbl card excellent experience buy 1212 sale
4082,"Excellent experienced
received original product and in good packaging 
also avail discount
12.12 is going good for me.",1,excellent experience receive original product good packaging also avail discount 1212 go good
4083,this is my second time ordering from dfresh and both experiences have been great. recieved great quality fresh vegetables on my doorstep the next day of ordering. fresh potatoes in way lower price than market. got amazing 12.12 discounts. also recieved free coke can with my package. will order from them again. recommended.,1,second time order dfresh experience great recieve great quality fresh vegetable doorstep next day order fresh potato way low price market get amazing 1212 discount also recieve free coke package order recommend
4084,This is the first time I ordered from dfresh and my experience was amazing . All the vegetables were so fresh and delivered on the next day. Recommended👍,1,first time order dfresh experience amazing vegetable fresh deliver next day recommend
4085,recieved great quality fresh vegetables on my doorstep the next day of ordering. fresh potatoes in way lower price than market. got amazing 12.12 discounts. also recieved free coke can with my package. this was my first order from dfresh and very much delighted. will order from them again. recommended.,1,recieve great quality fresh vegetable doorstep next day order fresh potato way low price market get amazing 1212 discount also recieve free coke package first order dfresh much delighted order recommend
4086,best d fresh veggies best and primere quality ad quantity received thanks to discounted price in 12.12 sale with free shipping with free come can gift I m really appreciate and satisfied from d fresh veggies I will definitely order again and again perfect packaging safely received timely delivered superb job nice seller thanks daraz 🥰,1,good fresh veggie good primere quality ad quantity receive thank discount price 1212 sale free shipping free come gift really appreciate satisfied fresh veggie definitely order perfect packaging safely receive timely deliver superb job nice seller thank daraz
4087,"ordered 1st time from dfresh, really satisfied with the all the vegetables, well packed and fresh. order in the future also.",1,order 1st time dfresh really satisfy vegetable well pack fresh order future also
4088,Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using hbl card it was an excellent experience as usual will order again soon inshallah thanks daraz for providing best service in this pandemic situation ,1,excellent service upto mark always good packing quality superb deliver time thank daraz provide good service receive discount use hbl card excellent experience usual order soon inshallah thank daraz provide good service pandemic situation
4089,"Excellent experienced
Avail discount thanks to Daraz
also received genuine product
nicley pack and ⏩ fast delivery",1,excellent experienced avail discount thank daraz also receive genuine product nicley pack fast delivery
4090,I received fresh potatoes & the quality was quite nice...well packed & timely delivered.. fully satisfied,1,receive fresh potato quality quite nicewell pack timely deliver fully satisfy
4091,"5/5 Potatoes✅
Order tomatoes , potato, onions & cilantro.  & Oranges. 
* Potatoes are fresh & clean, all recieved in big sizes. 
* Onions are fresh not a single piece is rotten, got them in mix sizes, plus point for this 😄💕 
* Few Tomatoes are soft it seems that they are not that much fresh considering the fact that we got them in bit higher price than market value(100/KG: 3Dec) I ordered 2 KGs out of which I guess 4 - 5 pieces are soft. Got them in mix sizes, good thing!
* Cilantro are very fresh! Greens🤩
* Oranges are way fresh than we bought from market, solid, avergae size, not soft or squishy sort of feeling. ( The thing that bother me is that I ordered half dozen but I got 1 dozen. Should I return the another half please let me know)
",1,55 potato order tomatoe potato onion cilantro orange potato fresh clean recieve big size onion fresh single piece rotten get mix size plus point tomatoe soft seem much fresh considering fact get bit high price market value100 kg 3dec order 2 kgs guess 4 5 piece soft get mix size good thing cilantro fresh greens orange way fresh buy market solid avergae size soft squishy sort feeling thing bother order half dozen get 1 dozen return another half please let know
4092,All vegetables are clean fresh and reasonable price as compare to our nearer market rates. thanks daraz. Good job seller.,1,vegetable clean fresh reasonable price compare nearer market rate thank daraz good job seller
4093,fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1,fresh vegetable well pack quick deliveryhappy product servicesseller recommend thank daraz
4094,received fresh vegetables as always. no worry to get fresh vegetables for go outside in these days due to COVID-19. I have ordered 6 times from daraz.,1,receive fresh vegetable always worry get fresh vegetable go outside day due covid19 order 6 time daraz
4095,Great potatoes.well packed.That is online shopping way better than supermarket. Everything on door step.,1,great potatoeswell packedthat online shopping way well supermarket everything door step
4096,Fresh product delivered within 24 hours and the quality is good and the rates are lower then the market. ,1,fresh product deliver within 24 hour quality good rate low market
4097,All vegetables are clean fresh and reasonable price as compare to our nearer market rates. thanks daraz. Good job seller.,1,vegetable clean fresh reasonable price compare nearer market rate thank daraz good job seller
4098,"Fresh and premium quality potatoes, taste was so good well packed and timely delivered with free delivery.",1,fresh premium quality potato taste good well pack timely deliver free delivery
4099,bhai yeah to behtreen hogaya. the very first veg order from daraz. totally outstanding. fresh vegetables with discounted prices and above all no fatigue. ,1,bhai yeah behtreen hogaya first veg order daraz totally outstanding fresh vegetable discount price fatigue
4100,Premium quality Potatoes were received & the packaging was so good look like organic and taste was excellent fully satisfied.,1,premium quality potato receive package good look like organic taste excellent fully satisfy
4101,fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1,fresh vegetable well pack quick deliveryhappy product servicesseller recommend thank daraz
4102,"Excellent experienced
Received original and fresh product
Also avail discount in 11.11
Nice packaging and timely delivered",1,excellent experience receive original fresh product also avail discount 1111 nice packaging timely deliver
4103,very fresh n lovely fruits vegetables.i would recommend every one to order vegetables and fruits from d fresh.they cheap and healthy.thank u,1,fresh n lovely fruit vegetablesi would recommend every one order vegetable fruit freshthey cheap healthythank u
4104,"Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using hbl card and 15% platform discount, it was an excellent experience to shop on 11.11 ",1,excellent service upto mark always good packing quality superb deliver time thank daraz provide good service receive discount use hbl card 15 platform discount excellent experience shop 1111
4105,"The vegetables are very fresh and are very clean ,same as described Premium Quality.I am a regular customer of dfresh,and have always had a good experience.I highly recommend everyone to buy products from dfresh.",1,vegetable fresh clean describe premium qualityi regular customer dfreshand always good experiencei highly recommend everyone buy product dfresh
4106,All vegetables are so fresh as always timely delivered cheap price I am happy and satisfied thanks daraz ,1,vegetable fresh always timely deliver cheap price happy satisfied thank daraz
4107,"The product was fresh, well packed, delivered quickly and at a much lower price as compared to market. ",1,product fresh well pack deliver quickly much low price compare market
4108,very fresh and lovely vegetables.i usually order them every week and recommend every one to order vegetables from d fresh.they cheap and healthy.thank u,1,fresh lovely vegetablesi usually order every week recommend every one order vegetable freshthey cheap healthythank u
4109,All vegetables are good clean fresh and reasonable price as compared to our nearer market price. Thanks Daraz good job seller.,1,vegetable good clean fresh reasonable price compare near market price thank daraz good job seller
4110,The vegetables are very fresh and same as described PREMIUM QUALITY. It is in a very cheap rate than market. I highly recommend buying it.,1,vegetable fresh describe premium quality cheap rate market highly recommend buy
4111,very satisfied...... all Vegetables fresh good quantity........ highly recommendedvery satisfied...... all Vegetables fresh good quantity........ highly recommended,1,satisfied vegetable fresh good quantity highly recommendedvery satisfied vegetable fresh good quantity highly recommend
4112,"Fresh Veggies received
Very good quality received
Also avail 11.11 Discount
good packaging and timely delivered.",1,fresh veggie receive good quality receive also avail 1111 discount good packaging timely deliver
4113,All vegetables are good clean fresh and reasonable price as compared to our nearer market price. Thanks Daraz good job seller.,1,vegetable good clean fresh reasonable price compare near market price thank daraz good job seller
4114,fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1,fresh vegetable well pack quick deliveryhappy product servicesseller recommend thank daraz
4115,All vegetables are good clean fresh and reasonable price as compared to our nearer market price. Thanks Daraz good job seller.,1,vegetable good clean fresh reasonable price compare near market price thank daraz good job seller
4116,"frequent buyer of dfresh vegetables always fresh,on time and resonable ,hoping dfresh can be extended to poultry,fish and meat that would be great convenience .wishing dfresh all the best.",1,frequent buyer dfresh vegetable always freshon time resonable hope dfresh extend poultryfish meat would great convenience wish dfresh good
4117,Very nice product 👍 fresh vegetables at your door step with discounts great. thanks dfresh and Daraz.,1,nice product fresh vegetable door step discount great thank dfresh daraz
4118,Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using visa card ,1,excellent service upto mark always good packing quality superb deliver time thank daraz provide good service receive discount use visa card
4119,All vegetables are good clean fresh and reasonable price as compared to our nearer market price. thanks Daraz. Good job seller.,1,vegetable good clean fresh reasonable price compare near market price thank daraz good job seller
4120,fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1,fresh vegetable well pack quick deliveryhappy product servicesseller recommend thank daraz
4121,"Good Packaging.
Fast delivery.
Fresh Premium Potatoes Large Size same as Picture.
Less Price asper Market.
Recommended to all to purchase.",1,good packaging fast delivery fresh premium potato large size picture less price asper market recommend purchase
4122,"bht hi achi hai aaj ki sari vegetables ,very very fresh ,qualitative n quantitative , highly recommended ",1,bht hi achi hai aaj ki sari vegetable fresh qualitative n quantitative highly recommend
4123,"Vegetable were fresh, timely received, prices are compatible, and free delivery over 500 rupees purchase is a great concept. thanks dfresh and daraz team",1,vegetable fresh timely receive price compatible free delivery 500 rupee purchase great concept thank dfresh daraz team
4124,Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service as always ,1,excellent service upto mark always good packing quality superb deliver time thank daraz provide good service always
4125,All vegetables are fresh clean and reasonable price as compare to market. Good Job. Delivered in time. Thanks Daraz.,1,vegetable fresh clean reasonable price compare market good job deliver time thank daraz
