Reviews,Labels
I bought many fruits and vegetables they so fresh and A+ quality very fast delivery perfect quantity i like them so much I recommend every one to buy from dfresh because they are so fresh and cheaper than the market😊😊😊😊😊,1
Excellent product. Economical and quality is 5 star. Love this vendor. More than 100% fresh product and good in taste.,1
"Good products quick delivery 
i am really happy with my order 
thankyou daraz- dfresh islamabad .",1
Great fresh product delivered on time and at doorstep but price was little bit higher than market,1
each and every thing is fresh and well packed. Deliver at door step. price is responsible 😁,1
I ordered first time and it's a great experience. now I can trust to buy further in future.,1
Received well packed and fresh. Rates are lower than market. Happy from dfresh. Five star,1
very fresh cucumber nice taste keep it up really satisfied n ur quality ,1
"Delivery on time.
Quality is good.
Prices are decent.
Delivery man was very cooperative",1
Fresh n Well Packed; Delivered little late but there wasn't any damage to the item.,1
we like your service. we have decided to buy our grocery from you in future. thanks,1
"I bought around 10 items, all the vegs are fresh, good quality and timely delivered",1
"The item received was fresh n nicely packed.
T H A N K S    D A R A Z  !  !  !",1
No need to reveiw weekly. I'm now their regular customer becuase of A+ quality,1
"Perfect, delivered within 24 hrs with exact market rate. Highly recommended.",1
Excellent delivery. . everything I received was really fresh.. Appreciated. ,1
"good quality and fresh
as described
overall liked very much
would recommend",1
All Fresh. Happy to buy veggies from dfresh. Timely delivered Next Day....,1
"They were of high quality. Fresh, clean and not even a single rotten item.",1
"Really recommed D fresh. Always delivet A+ quality and fresh items
Thanks",1
02 items from the order not deliver and amount charged. Worst experience,0
best service,1
"#Pathetic Services #DarazIsSoBad #Boycott 

Irresponsible Organisation",0
awesommmmeee & fresh vegetables & fruits quick delivery great job👍🏻,1
very very fresh.well packed.reasonable.'ll be order again and again.,1
excellent packaging and excellent quality. delivery also very quick.,1
 thanks dfresh for natural and good vegetables . Nyc size and fresh ,1
"Fast delivery..  Fresh vegetables 
Happy customer ☺️🙂",1
overall price and quality was good but some pieces were more ripped.,1
good quality but are thin in width. overall fresh and came in fast.,1
 fresh vegetables delivered at door step .. good and recommended,1
"Fresh good quality
Strongly recommended 
Convenient
Fast delivery
",1
"Very fresh items😍 , but it took more than 48 hours to deliver 😔",1
"fresh items also delivered in a quite decent way.
keep it up 👍👏",1
"Very fresh and delivered within 24 hrs.
I’ll for sure order again",1
quality was good. prices were high as compare to market rates,1
overall fresh and good quality ,1
Perfectly fresh. Happy to continue. Rates are also fine. ,1
"nice experience, fresh product, recommend to everyone",1
Fresh and good quality quantity amd rate. recommended,1
"Fresh, well packed, cheap and strongly recommended ",1
good product low price as compared to local shops,1
Superb and excellent. More than my expectations.,1
best quality and fresh product in minimum price.,1
"Just as described and fast delivery, Thank you!",1
unexpected exceptional service. Quality is good,1
"Excellent service
Fresh vege
Highly recommended",1
"Very good, fresh quality. Absolutely impressed",1
#NAME?,1
"excellent fresh.
great service 
all the best ",1
"Great experience, good service, fresh things",1
not fresh. Quality of dfresh has detoriated.,0
"Nicely Packed; Fresh n Tasty!
Thanks Daraz!",1
Fresh product. good quality. nice packing.,1
I received my order.i'm happy with this.😊,1
as always very good experience with daraz,1
"every thing was awesome thankyou daraz
",1
"Fast delivery and Fresh product, Thanks",1
All items were fresh and nicely packed ,1
Good &fresh product. Delivered in time,1
The cucumbers were fresh. Recommended.,1
fresh with good quality and packaging,1
everything was fresh and good quality,1
Easy shoping happy life with de fresh,1
Fresh items &  quality was very good ,1
good one ,1
"all vegetables were fresh ,good and clean",1
"Excellent quality, fresh vegetables",1
Fresh vegetables and quick delivery,1
very fresh. Excellent ,1
"Fresh, good quality, keep it up.",1
Nice and fresh and free Delivery,1
as-usual urs satisfied and happy customer ,1
"medium sized cucumber and fresh, goobd jo",1
"Great quality
On time delivery ",1
"Reliable seller, good products.",1
Satisfied. Will purchase again.,1
"very good quality, looks fresh.",1
Good product delivered in time,1
Good product delivered in time and good price rate,1
"Good quality,  I recommend it.",1
excellent service... thumbs up,1
Just as described! Thank you daraz good,1
Nice fresh and superb quality,1
"Good delivery Just as described thank
You!",1
fresh items safely delivered,1
recommended regular and happy customer,1
Very fresh and good quality ,1
fresh everything satisfied ,1
not fresh. already went bad,0
fresh and healthy cucumbers,1
very happy on lowest prices,1
Very good quality and fresh,1
every thing is vvvvvvv fine,1
Fresh and fine. Thx Daraaz,1
very fresh on lowest price,1
Fresh and fine. Thx Daraaz,1
dont buy.. it is not good ,0
"fresh and timely delivered , good job",1
Fresh n Timely Delivered!,1
Well packed good quality ,1
Always FRESH & A+ quality,1
Always FRESH & A+ quality. keep up the good work,1
Fresh and excellent items,1
fresh cocumber.good taste,1
"Nice and fresh quality 
 ",1
"Always fresh and on time , happy and satisfied",1
Good quality. thank you.,1
"Fresh one, nice quality.",1
"arrived as advertised :) , good job",1
good packing and fresh ,1
good anf so fresh ,1
Good quality and fresh ,1
Nice and fresh quality ,1
good quality and fresh.,1
Good quality and fresh,1
Always fresh and nice!,1
Very nice  and fresh. ,1
"fresh, a few were bad
",0
fresh and well packed.,1
Very great vegetables,1
Best Quality Product,1
Always good quality.,1
great n real fresh,1
Very good quality ,1
Good quality food ,1
Competitive price,1
Quality was good.,1
Delivered Fresh.,1
Quick and fresh.,1
Delivered Fresh.and good,1
reasonable price good one,1
Happy with it !!,1
Good and fresh ,1
fresh and cheap,1
Fresh and good ,1
Good and fresh ,1
Were not fresh,0
great  n fresh,1
good qualityyy,1
greatly packed,1
fresh and good,1
Good quakity,1
well packed,1
Good quality cucumbers indeed.,1
"fresh Vegetables and fruits....
good quality....
highly recommend....
I'll order again ! ",1
ordered vegetables from dfresh and fully satisfied with the fresh vegetables....,1
"Excellent quality, fresh, timely delivered, packing was also good overall Excellent Experience thanks ",1
fresh vegetables and fruits in good and reasonable price.... thanks dfresh,1
Patato was fresh and good quality,1
"Good quality, fresh and packing was also good overall excellent experience ",1
very nice product 👍 good quality and fresh.,1
dFresh premium potatoes were of good quality and there taste was good as well. I always buy vegetables and fruits from dFresh because there quality is awesome. ,1
"Potatoes are always nice, cheaper than market and fresh. Provided at the doorstep, what else anyone wants. Thanks dfresh",1
"Potatoes are premium , fresh and the best among all the vegies. Dfresh never disappointed in case of potatoes. Highly recommended.",1
super fresh and timely delivery.,1
Potatoes were fresh and reach on time even though it was raining. vegetables are at reasonable price with ftee home delivery.,1
"Premium quality Potatoes I received, looking fresh & organic timely delivered and well packed.",1
Always send fresh and good quality product Excellent Seller ,1
Best quality of potatoes ,1
"Dfresh is an excellent supplier of fresh potatoes. they deliver on time and in a hygienic way, they deliver absolutely fresh fruits and veggies, reasonable prices considering the quality of the products. quick delivery, totally satisfied.",1
"Excellent quality product, Fresh and packing was also good",1
"Excellent quality product, Fresh and packing was also good and good and good",1
The vegetables potatoes were fresh and well packed. Price was very reasonable and is value for what you paid 👍,1
"Potatoes were fresh and Good Quality delivered at doorstep on time with free delivery. Thanks daraz for making vegetable and fruits available at doorstep fresh and healthy.
",1
I am very much satisfied with dFresh quality and prices. Please avoid useless bargaining with street vendors and spend your precious time with your family and friends. ,1
gud n fresh vegetables in reasonable price amazing ,1
"good quality, price was also good and packed nicely overall excellent experience ",1
VERY FRESH AND OWESOME VEGETABLE THANKYOU DARAZ,1
"very good and fresh vegetables in a very low price on door step
thanks daraz",1
fresh n gud I like thank u daraz n seler,1
Good quality vegetable packing was nice overall excellent experience   ,1
"Price was very reasonable and is value for money, got fresh and good potatoes vegetable within given time. I was surprised to got everything with good quality.",1
"fresh & clean hy,highly recommonted, good service",1
Excellent quality fresh vegetable always sends good quality products,1
good quality 👌,1
"Excellent quality of vegetables & fruits, good packaging fast secure delivery, low prices as compared to market, Thanks dfresh daraz.pk",1
"Getting good quality of vegetables & fruits in  good offers, very fresh neat and clean, thanks daraz dfresh for making our shopping easy. great shopping experience as always with Daraz.",1
Such amazing experience shoping with Dmart. All vegetables are fresh and healthy. Well deliver on time and location. 5 star for the service. ,1
very good product fresh and 100 organic very good packing all vegetables and fruits from daraz are good delivered in a day must buy recommended,1
"Here is my experience from Dfresh:- 
* Tomatoes: Fresh, received in mix sizes, both big & small, red fresh tomatoes! 9/10

* Chillies: Absolutely love it, not only fresh & clean but really reasonable prices 1/3rd price from local market rates! 10/10

* Coriander,Mint: Fresh n green, nicely wrapped in paper. 9/10

* Potato: Clean, Nondusty, received in mix sizes 10/10

* Palak/Spanish most part of it was fresh but some of them was dry, shrink leaves 8/10

* Brinjal: Very fresh, all of them was really fresh 10/10

* Capsicum: Veryyy green!! Quantity given was very good. 10/10

* Carrots, Spring Onion, Bund Gobi: Fresh, nicely wrapped 10/10",1
"Got fresh and good vegetable and well packed, Price was very reasonable and is value for money, fully satisfied, Daraz dfresh",1
awesome sari sabziyan achi ayen aur fresh bhi aur rates bhi kuch items k achy thy aur kuch items mehngy lekin overall i like it .. awesome daraz keep it up ,1
"the vegetable's were so good, you cannot find like these even in the market at such rates. they were so fresh and none of them were rotten, I like it very much. it is always a very good experience with dfresh, I will buy it again and also recommend to others. also the packing of the bundle was very satisfactory.",1
Potatoes was fresh and excellent quality delivered at doorstep on time with free delivery. Thanks Daraz.,1
fresh and healthy..daraz makes my life easy .thank you daraz for providing fresh vegetables in reasonable price at my doorstep😍😍👍🏻👍🏻❤❤,1
"very great packing and fresh product, also find it on low price compare to market, really satisfied delivered with the 24 hours, thanks daraz dfresh.",1
"Fresh vegetables received, excellent quality more than you expect for the price range, It's pretty rare to find quality at affordable price tag, thanks dfresh daraz.pk",1
Quality was good and delivery time was quick. I regularly order products from this store and their prices are low and quality is high. ,1
fresh vegetables. nothing damaged. quality and quantity is as described. next day delivery. thanks daraz.,1
Highly recommended . All vegetables were fresh . Delivered on the next day . Price is also very reasonable👍,1
"All vegetables are good , fresh and healthy. .and also get free gifts of two 🍩. . highly recommended . .thanks daraz and seller too. .",1
This time I am very happy with the potatoes.  Not a single one was rotten.  Nicely packed.  Highly recommended. ,1
"Best platform to buy fresh vegetables & fruits at door step, really satisfied, reasonable price, quick delivery, thanks dfresh daraz.pk",1
Highly recommended . All vegetables were fresh . Delivered on next day . Price is also very reasonable as compared to market. 👍,1
The item was fresh well packed but the size was extremely small. Only 2-3 potatoes were normal sized rest were merely 1.5-2 inch in size. These were not premium as mentioned. Dfresh please check the items before sending as the customer is paying extra for the premium quality,0
"Nicely packed,timely delivered...
thank you daraz and seller for 12.12 sale
and also thanks for free gift👍😍👍
",1
"Keep it up daraz  always recieve fresh sabzi from daraz, recieve very conveniently. Quantity b achi hoti hy quality bhi achi hoti hy. I recommend to my family to buy veggies from dfresh. good ",1
"Thank you soo much dfresh for this free coke as a complimentary gift..I recently received this with my dfresh order..Completely satisfied with dfresh team and their fastest service ever with next day delivery seriously I have never seen any online page who they are serving fresh, clean and well packed vegetables and fruits in the lowest price at your door step since I am using dfresh from 2 years and now I will definitely order in future as well..Each and every vegetables was fresh, clean, tasty and well packed.. Thanks again for introducing dfresh in Karachi..",1
fresh vegetables and fruits very well packed and delivered on time happy with the products and services... thanks,1
very fresh ☺️ vegetables and fastest delivery within 1 day 😊 💯 fresh ⭐⭐⭐⭐⭐daraz is the best 👍 and thanks for the free cokes❤️👍👌,1
"I am very much disappointed from daraz, because i have received  very bba quality potatoes from daraz half of them were rotten and also the quality was not that good.",0
"A picture is worth a thousand words!



Daraz please pay attention to your customer support, I am your loyal customer but am absolutely disappointed by your customer support. Your system has bugs, I tried to order veggies and fruits that were over 500 rupees, but the delivery charges were not deducted so I had to wait! Your system should clearly mention the total amount, the deducted charges and the amount that has to be paid. The customer has other things to do! Don't force me to buy veggies from the local market!",0
"As usual amazing experience, all fruits vegetables and breads were fresh, in good quality with good packaging, reasonable prices as compare to offline market, timely delivered with free shipping and bank discount. Highly recommended.",1
Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount on big Friday and using easypaisa ,1
"As usual timely delivered with free shipping and bank discount, reasonable prices as compare to offline market, all fruits, vegetables and breads were fresh, in good quality with good packaging. Always recommended.",1
"My first order from Dfresh, experience was good, all items were fresh, with good packaging & reasonable prices, timely delivered with free shipping and bank discount. I recommend.",1
Very good product as always and quality is superb and delivered on time thanks daraz for providing best service in this pandemic situation ,1
"Daraz has made our life so easy and hassle free. Now, I can get fresh vegetables directly sourced from Mandi at my doorstep. Prices are quite cheaper as compare to offline market and I got 10% discount plus free shipping.
Thank you daraz for providing such remarkable service.",1
Delivered potatoes were of very small size. Otherwise the quality of the product was fine. Weighed correctly and fast delivery within 24 hours of placing the order.,1
"Nice experience , all vegetables and fruits were of good quality and were properly packed. Also delivered on time.",1
"These are nice potatoes, not the odd sweet ones but good quality and the rates are great as well! ",1
Alhamdulillah received on time.,1
"not chemical wash which is good for me 
these are not damaged or out of shape and seems fresh
  ",1
"Excellent experienced
Received original and fresh product
Also avail discount
Nice packaging ...",1
I have been shopping fruits and vegetables from dFresh for a long time. there products quality is always fresh and better than the regular market. Those potatoes were big and of good quality. ,1
"Excellent product, well packed, delivery was quick and the price is low as compared to market. ",1
Always send fresh and good quality product Excellent Seller ,1
thanks DFresh Good Quality,1
some were washed and some were not I guess but other wise product was ok and premium product,1
"Dfresh is an excellent supplier of fresh potatoes. they deliver on time and in a hygienic way, they deliver absolutely fresh fruits and veggies, reasonable prices considering the quality of the products. quick delivery, totally satisfied.",1
"Fresh,Excellent quality and timely delivered packed nicely",1
Best and Fresh fruits and vegetables delivered and also price is low as compared to markets,1
"Potatoes were fresh and well packed. 
I recommend it and I also got a free coca cola tin.",1
fresh vegetables 😋,1
Excellent product. Arrived within 24 hours and was fresh. ,1
"bht zbrdast service,saf & clean vegetables bhjy hn,highly recommented,exellent daraz",1
Good quality at a reasonable price especially since it’s delivered on our doorsteps.,1
Fresh 👍👍👍 Good Quality 👍👍👍 Same as Described 👍👍👍 I Recommend to Buy 👍👍👍.,1
"Every Veg is clean and fresh..
Just buy once and you'll became a regular customer..",1
fresh and well packed fully satisfied with the services timely delivered 👍👍👍👍👍,1
Fresh and of healthy. convenient buy. i recommend,1
Very good. Very clean as well. Next day delivery,1
fresh products and thanks for the gift 🎁,1
Timely delivered and properly packed. The quality of the product is pretty good.,1
shop per 70 rupees k kg hain or daraz per 60 rupees k kg thanks daraz good work.,1
"Awesome potatoes delivered at the doorstep, thank you daraz. Always recommended.",1
Very clean. With Free shipping. Happy customer,1
fresh product good quality well packed highly recommend thanks daraz and seller,1
Very clean. Next da delivery. Fully satisfied,1
"Fresh and Big size potatoes are sweet in taste and price is also economical. 
",1
"Great.
Fresh potatoes and timely delivered.",1
Good quality always sends fresh fruits And vegetable packing was also good ,1
"good seller
fast delivery 
i m very happy",1
Easy to buy freah vegetables with daraz and best service in karachi😊😉☺️,1
"Most of them are in the condition shown in the photos, with deep cuts and cannot be eaten.",0
Premium potatoes were well packed and fresh. Price was also reasonable.,1
"Very Good Very Fresh  on Time 
",1
fresh products less price than market,1
"Fresh and clean, timely delivered vegetables. Satisfied. Recommended. ",1
"nicely packed 👍
fresh delivered 💞",1
Fresh. Very good. Next day delivery,1
"Highly recommended , always fresh & delivered on time. They provide better quality than the one in the market. 5 stars for that.",1
"Great quality of product reasonable price timely delivered,thanks for providing best quality And service all vegetables were fresh recommended",1
awesome veggies in awesome prices... looking fresh and absolutely fine aur weight bhi pora hai ad cheeper than market prices... good job daraz ,1
"Premium Quality potatoes, all vegetables were fresh, well packed timely delivered fully satisfied with the seller.",1
I am very happy with service worth buying from them always send me fresh timely response will order again soon,1
"Premium Quality potatoes, all vegetables were fresh, well packed timely delivered fully satisfied with the seller",1
All veggies are fresh and good but this time potatoes are rotten please make sure again not happen this type of things . . otherwise I have been great experience with dfresh products but this time little bit mistakes occured.,1
Best quality product and service worth buying from them always send fresh timely response will order again soon insha'Allah,1
Excellent vegetables. .superb experience once again all vegetables are fresh and available at cheap price . .thank you so much daraz and seller too.. highly recommended. .😊😊,1
I always order from dfresh amazing quality upto the mark same as mentioned fresh quality will order again soon insha'Allah,1
As always and again Recieved upto the mark products. low in price comparatively to market with discounts on HBL. Further itself pictures explain the quality of the product. thanx daraz for the availability of almost everything under this platform. ,1
Amazing quality products were fresh timely delivered I received discount  insha'Allah will order again highly recommend,1
All veggies are fresh and good . .thank you so much for providing such fresh and healthy veggies at reasonable price. . highly recommended...,1
The product was really delivered in very fresh condition and in best market rate and everyone really like it. Thank you so much.,1
very good service worth it will order again soon insha'Allah it was sent in proper packing fresh items,1
All veggies are fresh and good. thank you daraz for such healthy and fresh veggies at such reasonable price. . quite happy and highly recommended. .,1
All vegetables are fresh and good. available at reasonable price. s compared to market. . thank you draz and seller too .,1
Always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time,1
All veggies are fresh and good ...thank u daraz and seller too...such a good vegetable in economic price at doorstep ...,1
Fresh and quality product delivered on time. Very satisfied and would definitely be ordering again. ,1
Alhamduillah daraz gave me a very comfortable zone by providing such fresh and healthy products in economical prices at my doorstep...thanks daraz ...☺️,1
"I always order from them, very good condition service is amazing quality of product is superb insha'Allah will order again, Very good condition ",1
Today I received my order.. its so good and fresh.. I like my parcel.. Its same as shown in the picture.. Thank you daraz for sending me good product.. I recommended this..,1
all veggies are god and fresh ..and available at economic price cheap than market .. thank daraz and seller too..,1
"Premium Quality veggies, all vegetables were fresh, well packed timely delivered fully satisfied with the seller.",1
"The Vegetables are very fresh .Same as described,very good quality.The vegetables are very cheap in price than market rate.I am a regular customer of dfresh and highly recommend everyone to buy products from dfresh.",1
Very good quality. Fresh and best product. Fast delivery and best product. I highly recommend it to everyone. ,1
I have been a regular dfresh customer and I'm satisfied everytime with the purchase. good quality fresh potatoes delivered to my house the next day of ordering. the taste of these potatoes is great. nice competitive pricing lower than market. will definitely order more in future. recommended.,1
All veggies are fresh and good ...it's amazing experience never expect such fresh veggies from online . . thanks daraz and seller too..,1
fresh vegetable and fruits recieved from the dfresh in very low price and on time delivery they deliver in there given timeline iam satisfied and recommended to others thanks daraz,1
"I was recommended lots of people but now dfresh quality going down day by day. they are continually giving me poor quality food. 
now this was my last order to dfresh.
im very disappointed.",0
fresh vegetable exceelent service from dfresh same day delivery all the vegetables are fresh and the dawan items are also in ftesh consition thanks daraz iam satisfied recommended to others thanks dfresh,1
All vegetables are fesh and good ... delivered on time . . thanks daraz for providing such good and healthy products at doorstep during this pandemic. .,1
very good and fresh fruits and vegitables and bakery items good quality timily dilivery i am satisfied all the dfresh prouducts thanks dfresh thanks daraz,1
amazing experience...all products are good and fresh. .thank you daraz and seller too for providing such healthy and fresh products. .,1
fresh vegetable get from dfresh.daraz .pk very aweesome service get from daraz one day delivery exceellent packaging im satisfied thanks daraz recommended to others,1
Amazing experience. .all vegetables are fresh instead of cucumber which is not good but overall good received on time in discounted price. .and little worried about eggs but they also delivered safely thanks daraz and seller too...highly recommended..,1
"wow super service , MashAllah fresh vegetables as always , delivery was very next day .convinient reliable service at door step.everybody must give a try to experience.",1
excellent service . delivery on time .quality product . low prices comparatively market . have become regular in ordering vegetables from darab thumbs up. ,1
It in very best market rate Thank you so much for this lovely product the taste was awesome and everyone really like this. I ordered first time and my first experience was great,1
fresh vegetables recieved from dfresh next day delivery with excellent packaging and the vegetable are fresh thanks daraz,1
I have been a regular dfresh customer and I'm satisfied everytime. good premium quality fresh potatoes delivered to my house the next day of ordering. the taste of these potatoes is great. nice competitive pricing lower than market. will definitely order more in future. recommended.,1
"Reliable service , bhuat Achi vegetables bilkul fresh aur bhuat munasib rates.delivered next day .thumbs up thanks dfresh",1
"
I always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time",1
awesome quality weight bhi pora aur bilkul fresh aur prices bhi awesome... thank you so much dfresh please keep up this quality and price... JazakAllah,1
"Premium Quality potatoes, all vegetables were fresh, well packed timely delivered fully satisfied with the seller.",1
"My first experience was okay with dFresh although they sent me an incomplete order but they rectified it.
THIS order however, has been royally screwed up. They sent not only an INCOMPLETE order but  ROTTEN items as well. Horrible experience. 
Thank god we have alternatives for fresh produce deliveries now. ",0
I have been a regular dfresh customer and I'm satisfied everytime. good premium quality fresh potatoes delivered to my house the next day of ordering. the taste of these potatoes is great. nice competitive pricing lower than market. will definitely order more in future. recommended.,1
excellent service and excellent product as all can see in pictures. timely delivered also with discount. thank you daraz for serving great,1
Amazing experience all vegetables are fabulous highly recommend thanks daraz for providing us such fresh vegetables. .😊,1
"very good and fresh fruit , vegetables and bakery items and timely delivery thanks dfresh and thanks daraz",1
"Received in next day after ordering. Very fresh and rates also less then market. Satisfied, Thanx Daraz",1
Excellent service by seller. product as per description. everything upto the mark. no compromise on quality. vegetables along with discounts. ,1
All vegetables are good and fresh .. timely received at my doorstep. . highly recommended and satisfied. freshness of veggies can be seen easily in pictures,1
"Very disappointed this time, look at the potatoes condition after peeling it. I recommend don't buy potatoes. I want refund 🙄😒😞",0
Really really good.. delivered what shows on pics .  Thank you daraz and seller too for providing such good products in cheap price. .,1
Potatoes are fresh and the price is reasonable. Delivery is super-fast and packing is secure as always. Free Delivery is a pleasant surprise. Full 5 Stars.,1
All veggies are good. .I ordered second time during this sale and again highly satisfied.  . fresh and excellent products 😊 . .,1
All veggies are good and fresh 👍. .not expecting such type of veggies during sale . .but daraz kept it's service quality high. .thank you so much. .☺️,1
"Fresh as always,on time reasonable price than open market. Premium quality ,nice packed thanks dfresh.",1
All veggies and fruits are good and fresh . .thank you so much draz for giving me such comfort . .happy to buy highly recommended. .☺️,1
"I'm a regular customer and order from dfresh at least twice every month. I'm usually highly satisfied with the quality of vegetables that I get. This time also I received high quality, fresh veggies. However, they messed up a little this time and sent me ginger instead of garlic that I had ordered. Overall the experience was good. I'd highly recommended dfresh for the convenience of delivery and the quality of the products.",1
awesome fresh product timely delivered and amazing price....thanks daraz please k the prices low so that we can order it again and again,1
"I always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time, today I received donut box ",1
"very good, fresh and clean, same as show in advertisement,and very reasonable price, i recommend it.",1
Good nice fresh vegetables at door step. very nice service. I like quality of vegetables delivered. ,1
"As fresh as always ,convenient ordering process, very next day delivery at a very affordable price.

looking foward to dfresh for poultry and sea food.",1
"Fresh Product,  Cheap price, timely received, thanks Daraz for the fast delivery. I will order again insha Allah. ",1
"Premium Quality potatoes, all vegetables were fresh, well packed timely delivered fully satisfied with the seller",1
"Best platform to buy fresh vegetables from daraz dfresh, deliver on time with proper packing, really satisfied with quality,",1
All veggies are fresh and good in quality. thank you daraz for providing such comfort . . excellent service and excellent products. .,1
"Good quallity potatoes, large size in this highly affordable price. D Fresh is doing wonders. Best wishes!! ",1
absolutely amazing weight bhi pora quality bhi zabardast aur delivery bhi 1 day mai hui aur pese b bphat theekliye.....all in all awesome,1
"Premium Quality potatoes, all vegetables were fresh, well packed timely delivered fully satisfied with the seller.",1
Satisfied but received not same which I got first time means not fresh . .first order veggies were very fresh but this time not . .,0
Excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time ,1
this is my third time ordering from dfresh and alhamdulillah all experiences have been great. recieved great quality fresh vegetables on my doorstep the next day of ordering. fresh potatoes in way lower price than market. got amazing discounts. will order from them again. recommended.,1
All vegetables are good clean fresh and reasonable price as compared to our nearer market price. Good Job seller. Thanks Daraz.,1
All veges are fresh and awesome. . little bit confused before placing order but daraz fully satisfied me when I received these. . got in reasonable price ..now Ill always buy veges from daraz ..thanks daraz and seller too....☺️,1
initially they deliver good products but now as I m regular customer since last two purchases potatoes were worse and v small. b grade product in name of premium,0
fresh vegetables and fruits very well packed and delivered on time happy with the products and services... thanks,1
Very small size and few of the potatoes were rotten.  I am surprised because I have always received a very good quality potatoes from daraz.  Please check before shipping. Thanks 🙏 ,1
"Premium Quality potatoes I just received, all vegetables were fresh, well packed & timely delivered, fully satisfied.",1
I have become a fan Dfreah. quality vegetables with  reasonable discounted price . just amazing . much much better than all those local vegetable sellers with low quality and high price  . thank you Dfresh for these convenient and economical services .👏👏,1
potatoes are of very small size i ordered premimium   but its very dis appointing that the size is too small ,0
"All vegetables were very fresh look like organic, timely delivered, potatoes were fresh and well packed, fully satisfied.",1
"it was my first order for fresh products. They are fresh with proper packing, Quality & quantity are good. Fully recommended for placing order on weekly basis to get discounted product.",1
cheap .. old .. stored for weeks ... very small in size like table tennis ball .. first time bad experience. disappointed ☹️,0
Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received free shipping and discount using hbl card it was an excellent experience to buy on 12.12 sale ,1
"Excellent experienced
received original product and in good packaging 
also avail discount
12.12 is going good for me.",1
this is my second time ordering from dfresh and both experiences have been great. recieved great quality fresh vegetables on my doorstep the next day of ordering. fresh potatoes in way lower price than market. got amazing 12.12 discounts. also recieved free coke can with my package. will order from them again. recommended.,1
This is the first time I ordered from dfresh and my experience was amazing . All the vegetables were so fresh and delivered on the next day. Recommended👍,1
recieved great quality fresh vegetables on my doorstep the next day of ordering. fresh potatoes in way lower price than market. got amazing 12.12 discounts. also recieved free coke can with my package. this was my first order from dfresh and very much delighted. will order from them again. recommended.,1
best d fresh veggies best and primere quality ad quantity received thanks to discounted price in 12.12 sale with free shipping with free come can gift I m really appreciate and satisfied from d fresh veggies I will definitely order again and again perfect packaging safely received timely delivered superb job nice seller thanks daraz 🥰,1
"ordered 1st time from dfresh, really satisfied with the all the vegetables, well packed and fresh. order in the future also.",1
Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using hbl card it was an excellent experience as usual will order again soon inshallah thanks daraz for providing best service in this pandemic situation ,1
"Excellent experienced
Avail discount thanks to Daraz
also received genuine product
nicley pack and ⏩ fast delivery",1
I received fresh potatoes & the quality was quite nice...well packed & timely delivered.. fully satisfied,1
"5/5 Potatoes✅
Order tomatoes , potato, onions & cilantro.  & Oranges. 
* Potatoes are fresh & clean, all recieved in big sizes. 
* Onions are fresh not a single piece is rotten, got them in mix sizes, plus point for this 😄💕 
* Few Tomatoes are soft it seems that they are not that much fresh considering the fact that we got them in bit higher price than market value(100/KG: 3Dec) I ordered 2 KGs out of which I guess 4 - 5 pieces are soft. Got them in mix sizes, good thing!
* Cilantro are very fresh! Greens🤩
* Oranges are way fresh than we bought from market, solid, avergae size, not soft or squishy sort of feeling. ( The thing that bother me is that I ordered half dozen but I got 1 dozen. Should I return the another half please let me know)
",1
All vegetables are clean fresh and reasonable price as compare to our nearer market rates. thanks daraz. Good job seller.,1
fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1
received fresh vegetables as always. no worry to get fresh vegetables for go outside in these days due to COVID-19. I have ordered 6 times from daraz.,1
Great potatoes.well packed.That is online shopping way better than supermarket. Everything on door step.,1
Fresh product delivered within 24 hours and the quality is good and the rates are lower then the market. ,1
All vegetables are clean fresh and reasonable price as compare to our nearer market rates. thanks daraz. Good job seller.,1
"Fresh and premium quality potatoes, taste was so good well packed and timely delivered with free delivery.",1
bhai yeah to behtreen hogaya. the very first veg order from daraz. totally outstanding. fresh vegetables with discounted prices and above all no fatigue. ,1
Premium quality Potatoes were received & the packaging was so good look like organic and taste was excellent fully satisfied.,1
fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1
"Excellent experienced
Received original and fresh product
Also avail discount in 11.11
Nice packaging and timely delivered",1
very fresh n lovely fruits vegetables.i would recommend every one to order vegetables and fruits from d fresh.they cheap and healthy.thank u,1
